"","geneid","hl.ratio","pval"
"726","ZNF574","NA","NA"
"727","NOP58","0.49737391330941499","1.7735784338233501E-11"
"728","SLU7","4.5908163216701503","2.2645555660518999E-3"
"729","KDM6A","NA","NA"
"730","HAPLN3","NA","NA"
"731","CCNT2","NA","NA"
"732","UGT8","NA","NA"
"733","ZCCHC8","NA","NA"
"734","PPM1K","NA","NA"
"735","ZBTB49","NA","NA"
"736","BUD31","NA","NA"
"737","FKSG62","NA","NA"
"738","KLF11","NA","NA"
"739","RGAG4","NA","NA"
"740","SCAF4","NA","NA"
"741","CCRN4L","NA","NA"
"742","AC009060.1","NA","NA"
"743","HOXB6","NA","NA"
"744","TPRG1","NA","NA"
"745","KLHL24","NA","NA"
"746","PPP2R5A","NA","NA"
"747","PPP2R5A","NA","NA"
"748","TXLNG","NA","NA"
"749","MAD2L1BP","1.7501681118279799","0.40348725730474599"
"750","PSPC1","0.25130809581889502","0.12800879875975699"
"751","POMZP3","NA","NA"
"752","HSPA4L","1.3739946494225601","9.3040374689374106E-14"
"753","GJB2","NA","NA"
"754","ZNF263","NA","NA"
"755","DDX3X","0.37142194572041098","1.5364362484701102E-17"
"756","ZBTB2","NA","NA"
"757","TRMT6","0.25709803216330102","0.48530897031794001"
"758","DNAJC25","0.27935685197194399","0.85341154734412195"
"759","TCF7","NA","NA"
"760","OSBPL8","0.697646952914457","8.2470897081883702E-8"
"761","ELF1","4.6003764048736802","9.9120919446662604E-8"
"762","CD14","NA","NA"
"763","LGR4","NA","NA"
"764","TVP23C","NA","NA"
"765","ZNHIT2","NA","NA"
"766","ZNF490","NA","NA"
"767","CHKA","NA","NA"
"768","NHSL2","NA","NA"
"769","MLL3","NA","NA"
"770","HSPA8","0.38214034321755902","2.1351563191923701E-42"
"771","MSX1","NA","NA"
"772","POLG2","NA","NA"
"773","BRIX1","0.223622968182174","0.290048149328066"
"774","ZNF330","1.53768766507715","2.81307383127972E-2"
"775","RASA2","NA","NA"
"776","ZNF10","NA","NA"
"777","PLK2","NA","NA"
"778","FAM53C","NA","NA"
"779","C16orf80","0.21962816726217799","0.20578203462490999"
"780","TDG","NA","NA"
"781","NOLC1","0.40688003806850698","7.0951935450536602E-2"
"782","PHLPP2","NA","NA"
"783","AC010642.1","NA","NA"
"784","PPP1R13B","NA","NA"
"785","NANS","0.17602126350574801","9.1521640104278199E-2"
"786","TAF13","NA","NA"
"787","ID2","NA","NA"
"788","FAM32A","1.58611365611716","1.07697833990256E-4"
"789","MSL2","NA","NA"
"790","FBXW7","NA","NA"
"791","BRWD3","NA","NA"
"792","DRAXIN","NA","NA"
"793","RCAN3","NA","NA"
"794","SF1","1.6398537601435E-2","0.944555519878165"
"795","ZNF711","NA","NA"
"796","ZNF256","NA","NA"
"797","DCP1A","0.30554883322845899","0.28835926110418197"
"798","C3orf58","1.6857015410014","1.10944580519691E-13"
"799","ZIK1","NA","NA"
"800","ACVR2A","NA","NA"
"801","IP6K2","NA","NA"
"802","PIKFYVE","NA","NA"
"803","PSME4","1.5614105278708199","8.6365110027190497E-9"
"804","HIST2H2BE","NA","NA"
"805","GPATCH2","NA","NA"
"806","41701","NA","NA"
"807","RBM4","3.3600521861688399","1.61768006671277E-98"
"808","SLC12A2","0.59552081184650596","6.3887226817987003E-3"
"809","OXSR1","0.36634088003084703","4.9541881580041996E-9"
"810","AKR1B10","NA","NA"
"811","ZSWIM6","NA","NA"
"812","ZNF394","NA","NA"
"813","WDR45B","0.83774871265730499","0.172323369822974"
"814","TMPPE","NA","NA"
"815","CDR2","NA","NA"
"816","WDR43","0.46587916052884498","7.6682020319347302E-2"
"817","TRA2A","0.14804344547484899","0.47442914142791498"
"818","RBM7","0.73779533004514997","5.3084730732795597E-3"
"819","CYCS","NA","NA"
"820","C9orf72","NA","NA"
"821","CTNNAL1","5.7820319274694203","2.0170578123695E-2"
"822","H2AFZ","-0.154215577064059","0.33415324584639999"
"823","RBM25","0.67767541223137595","1.27043789934834E-9"
"824","ZFAND5","3.7742290627400599","6.5164552761287899E-9"
"825","ARL5B","-0.98347760407952201","0.57454372042209201"
"826","AMD1","NA","NA"
"827","NCOA1","NA","NA"
"828","RBM27","1.0407061472197801","0.67240070434250299"
"829","KIAA0020","1.01195769299478","1.73771762496744E-8"
"830","ATF7IP","NA","NA"
"831","PPTC7","NA","NA"
"832","KANSL2","NA","NA"
"833","FRMD5","NA","NA"
"834","CNST","NA","NA"
"835","ABRACL","NA","NA"
"836","PABPC4L","NA","NA"
"837","HBP1","NA","NA"
"838","CCDC126","NA","NA"
"839","NAF1","5.6884825336107697E-2","0.99890296110103105"
"840","ADCY10P1","NA","NA"
"841","RHOB","2.62431792632148","1.70329008409058E-21"
"842","RICTOR","NA","NA"
"843","AHR","-4.2020604365220997","5.12891036320045E-2"
"844","UNC80","NA","NA"
"845","TCEB3","1.68190924365511","1.18618485305418E-8"
"846","DGKE","NA","NA"
"847","RIT1","NA","NA"
"848","CSPP1","NA","NA"
"849","TLE4","NA","NA"
"850","SCYL2","0.48355084862763797","4.3863556474346898E-3"
"851","HSPBAP1","NA","NA"
"852","MRPL44","-0.42401843815137902","0.56318117729742501"
"853","EIF5A2","NA","NA"
"854","RBM14","0.32012348568600701","3.20147630457671E-4"
"855","DCP2","NA","NA"
"856","KIAA1551","NA","NA"
"857","RAPGEF5","NA","NA"
"858","CD36","NA","NA"
"859","AMBRA1","NA","NA"
"860","ZNF280C","NA","NA"
"861","MYC","NA","NA"
"862","RLF","NA","NA"
"863","WASF1","3.23014185680604","0.14900359696718299"
"864","PRTG","NA","NA"
"865","C3","6.7385259369184398","0"
"866","RAPGEF6","NA","NA"
"867","WHAMM","NA","NA"
"868","DAGLB","0.59957137510659997","0.69622490572301599"
"869","TRA2B","6.2564817985371404E-2","0.75040216451317598"
"870","MAN2A1","0.94199048152031595","5.0143492093874801E-17"
"871","MTF2","NA","NA"
"872","NKIRAS1","-0.33673168184903302","0.80577763156195703"
"873","LARP1B","NA","NA"
"874","PLEKHM1P","NA","NA"
"875","PNRC1","5.1492632794605804","1.5190696783757699E-2"
"876","ROCK1","8.1722502126565497E-2","0.580758733479664"
"877","PSMD9","0.53537219964486105","2.3161025933684798E-3"
"878","PSMD9","0.53537219964486105","2.3161025933684798E-3"
"879","ARG2","NA","NA"
"880","DDX21","0.57196478203623102","3.8210576849348198E-15"
"881","TERF2IP","4.8242964913438602","8.55145663194051E-18"
"882","TRPS1","NA","NA"
"883","SCML2","NA","NA"
"884","MEX3C","NA","NA"
"885","POU2F1","1.95602362915294","0.17462653102338399"
"886","MARS2","NA","NA"
"887","PPP2CA","0.90258533682149","2.4865923012001601E-5"
"888","IKZF5","NA","NA"
"889","STK38L","NA","NA"
"890","LYAR","0.31077379946980699","0.11755290337667"
"891","TXNL4B","0.70906787058978005","0.76215935421173198"
"892","NKX6-1","NA","NA"
"893","FNBP1","NA","NA"
"894","DSE","NA","NA"
"895","UBBP4","NA","NA"
"896","CEP85L","NA","NA"
"897","SEMA3D","NA","NA"
"898","E2F6","NA","NA"
"899","PPM1D","NA","NA"
"900","ZNF620","NA","NA"
"901","SLC25A4","NA","NA"
"902","RRN3P1","NA","NA"
"903","HECA","NA","NA"
"904","ARID4B","NA","NA"
"905","RPS6KB1","NA","NA"
"906","RGPD5","NA","NA"
"907","ARL4C","NA","NA"
"908","RAB3IP","NA","NA"
"909","RAB3IP","NA","NA"
"910","ZNF451","NA","NA"
"911","HIST1H2AC","NA","NA"
"912","GRPEL2","NA","NA"
"913","SMURF1","NA","NA"
"914","FAM91A1","2.34775705737239","1.79261786538082E-8"
"915","MTF1","NA","NA"
"916","IFRG15","NA","NA"
"917","RGS4","NA","NA"
"918","SNRNP48","NA","NA"
"919","C10orf137","NA","NA"
"920","FAM58A","0.79451661390112305","0.710373741254131"
"921","KSR1","NA","NA"
"922","MED17","NA","NA"
"923","ZNF473","NA","NA"
"924","MKI67IP","NA","NA"
"925","UBAP1","NA","NA"
"926","ATP1B1","0.48356104447521298","8.5030994673882199E-2"
"927","RAP2A","-0.187256345141808","0.75391477561809195"
"928","STX6","0.36708388959572902","0.27529653698495399"
"929","FLVCR1","NA","NA"
"930","CCNYL1","NA","NA"
"931","BTG1","NA","NA"
"932","ZFAND6","NA","NA"
"933","SESN2","NA","NA"
"934","DHCR24","NA","NA"
"935","MRPL49","-5.2586221083805798E-2","0.916709924192328"
"936","FOXG1","NA","NA"
"937","MED31","0.82969017152864799","0.723801800823624"
"938","HOXB5","NA","NA"
"939","RAE1","0.459911331521622","1.9187707198693199E-2"
"940","RBMXL1","0.74398923550766105","0.108731636191904"
"941","RPF1","1.4170892070422501","0.34163878943133702"
"942","ZNF304","NA","NA"
"943","ELL2","NA","NA"
"944","TIMM23B","-0.22339894929492499","0.88739598438928302"
"945","ATP2A1","NA","NA"
"946","PHLDA2","NA","NA"
"947","PLEKHA3","NA","NA"
"948","ZBTB24","NA","NA"
"949","CCNL1","NA","NA"
"950","EPAS1","NA","NA"
"951","FSIP2","NA","NA"
"952","RSL1D1","0.18457741859344201","4.5610507791440297E-2"
"953","ACTR5","NA","NA"
"954","SDCBP","1.5808823532051399","1.22099968496059E-5"
"955","PLEKHM1","NA","NA"
"956","CD2AP","0.170189551658325","0.27744279190905002"
"957","LRP6","NA","NA"
"958","ZNF121","NA","NA"
"959","PFKFB3","NA","NA"
"960","PRKAA2","NA","NA"
"961","KLHL28","NA","NA"
"962","GATA2","NA","NA"
"963","COX10","NA","NA"
"964","NRXN3","NA","NA"
"965","ARHGEF26","NA","NA"
"966","OXR1","1.6938539071948699","1.2432397712828E-5"
"967","ZFP28","NA","NA"
"968","TMED7-TICAM2","NA","NA"
"969","ASPHD2","NA","NA"
"970","C12orf29","0.77118411058142999","0.60848732306275"
"971","SLC25A38","NA","NA"
"972","MMADHC","0.43721228903875498","0.85759562130926403"
"973","ZBTB43","NA","NA"
"974","THOC5","1.0162980964560899","0.70503395000028501"
"975","AEBP1","8.8147513916773708","4.2514811243132098E-5"
"976","CS","0.25374838402827898","5.81662840924354E-3"
"977","DCAF13","1.6897771254549401","1.9979767585579299E-2"
"978","C10orf2","NA","NA"
"979","ODF2L","NA","NA"
"980","TNRC6A","-2.2775996055712402","0.17265756877609001"
"981","RAVER2","NA","NA"
"982","LTV1","-0.93223996302658396","2.2505185808351199E-2"
"983","GPATCH3","NA","NA"
"984","ZNF736","NA","NA"
"985","PRAMEF8","NA","NA"
"986","RPS6KA6","NA","NA"
"987","HIST1H2BC","NA","NA"
"988","PLS1","NA","NA"
"989","ARIH1","1.0111255597372999","8.2877814310629598E-4"
"990","BASP1","-9.2522168600064694E-2","0.59396217046397803"
"991","DDX39A","0.35136236219682299","0.59792691335665304"
"992","FAM13A","NA","NA"
"993","PITHD1","NA","NA"
"994","ZNF410","NA","NA"
"995","MICB","NA","NA"
"996","SUPT6H","1.82695985342006","1.3906355051833299E-46"
"997","BTAF1","NA","NA"
"998","KIN","0.91343694168266898","0.254636855729722"
"999","FUBP1","4.9118727158168098E-2","0.56251602101212494"
"1000","SLC13A4","NA","NA"
"1001","GDAP2","-0.40629715741745098","0.801131874151364"
"1002","ZNF431","NA","NA"
"1003","KIAA0895","NA","NA"
"1004","CIR1","NA","NA"
"1005","PPP2R5A","NA","NA"
"1006","PPP2R5A","NA","NA"
"1007","YTHDF2","-1.63180225210553","2.9181593675348201E-13"
"1008","SYNE2","3.8006597888798201","4.37405473221645E-48"
"1009","RP11-1035H13.3","NA","NA"
"1010","TSC1","NA","NA"
"1011","HIST2H2AA3","NA","NA"
"1012","PPP2R5E","0.33589164654069298","3.4531587520866297E-2"
"1013","ALKBH1","NA","NA"
"1014","DEDD2","NA","NA"
"1015","RANBP17","NA","NA"
"1016","GATA6","NA","NA"
"1017","STIL","NA","NA"
"1018","DIO2","NA","NA"
"1019","TET3","NA","NA"
"1020","HIST1H2BN","NA","NA"
"1021","MCCC1","NA","NA"
"1022","MFN1","2.63423787345116","9.7491714228908997E-4"
"1023","TMEM126A","0.84781659026789002","1.7370959970055801E-2"
"1024","IST1","0.207941622636231","0.11249986692684801"
"1025","IST1","0.207941622636231","0.11249986692684801"
"1026","ZNF326","2.2280870251679099E-2","0.914155262024969"
"1027","LLPH","0.86867583274863502","2.9914583326254501E-2"
"1028","NOL11","0.41246479742917702","2.7540697457204999E-2"
"1029","STRBP","NA","NA"
"1030","NAALAD2","NA","NA"
"1031","OTX1","NA","NA"
"1032","RP9","NA","NA"
"1033","PRPF40A","0.28938961762415799","4.9110915165043199E-2"
"1034","UBC","NA","NA"
"1035","ATXN1L","NA","NA"
"1036","DDX20","-1.2689938851633","0.35413478074107502"
"1037","BOD1L1","2.5506216096629002","1.15939232960403E-11"
"1038","F3","NA","NA"
"1039","ILF2","0.19124178582075901","8.7550520807831603E-4"
"1040","SMEK1","0.82812727086494697","1.03979000279816E-3"
"1041","SMOX","NA","NA"
"1042","CHMP2B","NA","NA"
"1043","COPS2","-9.2229187793845804E-4","0.98721435288664094"
"1044","ZNF778","NA","NA"
"1045","CPE","NA","NA"
"1046","HHEX","NA","NA"
"1047","TRABD2A","NA","NA"
"1048","DNAJC3","0.91213688602155096","7.2827252539395402E-9"
"1049","JUP","-5.5085408287473197","6.1178155875396995E-60"
"1050","MIER3","NA","NA"
"1051","OCIAD2","NA","NA"
"1052","GPR161","NA","NA"
"1053","ARMC5","5.8351138674635701","6.4958140253933896E-3"
"1054","CGNL1","-0.70067984712851805","0.69909096081556599"
"1055","UBB","NA","NA"
"1056","GOPC","4.8525974882571099E-2","0.66308683818141501"
"1057","ULK4","NA","NA"
"1058","ENPP2","-2.9308009554875198","0.14355639902141601"
"1059","HAP1","NA","NA"
"1060","MPP5","-0.16333754934223199","0.61695459479029502"
"1061","MEX3B","NA","NA"
"1062","UTP14A","-0.35785889084915901","4.3442034055650502E-2"
"1063","USPL1","NA","NA"
"1064","MAF","NA","NA"
"1065","FBXO30","NA","NA"
"1066","STPG1","NA","NA"
"1067","GLS","0.77317745110581304","5.0040027196031597E-39"
"1068","ADNP2","NA","NA"
"1069","TOPORS","NA","NA"
"1070","SNRNP70","4.4193699074565003E-2","0.67115256718224903"
"1071","DIRC2","NA","NA"
"1072","FAM89A","NA","NA"
"1073","UBL3","1.30760021669641","0.53381222076271395"
"1074","LUC7L2","1.17675415479312","7.6880680762998302E-16"
"1075","LUC7L2","1.17675415479312","7.6880680762998302E-16"
"1076","LUC7L2","1.17675415479312","7.6880680762998302E-16"
"1077","ZNF91","NA","NA"
"1078","DOHH","-0.25149550149535599","0.85250638092267395"
"1079","PUM1","0.171070670456449","0.51267632954984399"
"1080","TBCC","0.27094576591345199","0.42607467730010701"
"1081","USP15","1.44101007171929","1.1325565001946E-3"
"1082","USP25","NA","NA"
"1083","TWISTNB","-0.72338671348042205","0.70597336541105804"
"1084","PGBD5","NA","NA"
"1085","ERN1","NA","NA"
"1086","EIF2C3","NA","NA"
"1087","TMED7","NA","NA"
"1088","TCP1","0.14934661092725601","3.8644334478271099E-4"
"1089","YTHDF3","-0.88759515366278596","1.30618952788153E-6"
"1090","TOP1","0.72765232157457505","2.5998044830712498E-26"
"1091","TMEM212","NA","NA"
"1092","FAM46A","NA","NA"
"1093","UTP6","4.27837937049906","5.2294842027782701E-2"
"1094","GREB1L","NA","NA"
"1095","KCTD9","NA","NA"
"1096","MRPL4","-9.9778788679672395E-2","0.71018243861423103"
"1097","NT5DC3","0.55485641795145202","0.78173490997926698"
"1098","MRPS22","0.13037279402136101","0.55440964636622103"
"1099","SCN9A","NA","NA"
"1100","RBM34","-0.46430115097208802","0.120521054764421"
"1101","TFAM","0.22284119305717701","0.33577930747158902"
"1102","EFR3B","NA","NA"
"1103","INVS","NA","NA"
"1104","DDX47","0.98652306983321303","5.6570357789654399E-6"
"1105","FAM122C","NA","NA"
"1106","CDO1","NA","NA"
"1107","SRFBP1","-0.74298399001924698","0.23402039290618401"
"1108","SHOX2","NA","NA"
"1109","MED13","NA","NA"
"1110","NDUFAF5","NA","NA"
"1111","ARNTL","NA","NA"
"1112","MRPS30","-0.489117691326452","0.74085777642943595"
"1113","ZNF136","NA","NA"
"1114","GPR125","NA","NA"
"1115","RANBP9","-0.38421554396929097","8.56828792877391E-2"
"1116","ARHGAP27","NA","NA"
"1117","ORC4","NA","NA"
"1118","SMN1","-0.18108588380387899","0.70288833335209999"
"1119","SSX2IP","NA","NA"
"1120","AL590867.1","NA","NA"
"1121","ZNF300","NA","NA"
"1122","CWF19L2","NA","NA"
"1123","FDX1","0.66595522639012295","5.7782873291295903E-2"
"1124","PDLIM1","0.29588955903854602","3.43177122454701E-3"
"1125","ZDHHC14","NA","NA"
"1126","RBM39","NA","NA"
"1127","SNRK","NA","NA"
"1128","RASGRF2","-5.0366562617662298","9.9005524543559001E-3"
"1129","NDUFAF7","NA","NA"
"1130","INPP5F","1.19740076001339","0.42618907117673299"
"1131","C7orf31","NA","NA"
"1132","HMBOX1","NA","NA"
"1133","ZNF675","NA","NA"
"1134","C8orf76","NA","NA"
"1135","GADD45B","6.2105086230798898","1.73383363552372E-3"
"1136","KIDINS220","-1.2731887779419799","0.51058614478800002"
"1137","DLC1","NA","NA"
"1138","CRABP2","1.253431265316","0.370702185541958"
"1139","SF3B4","0.26211270525706498","0.493092581034481"
"1140","FAM118A","NA","NA"
"1141","CCNT1","2.8047245304931998","6.2259141334591303E-2"
"1142","SNRPB2","0.24705351516392801","0.18909120924011499"
"1143","EZH2","NA","NA"
"1144","FBXL20","-0.55330458491832601","0.78212639667421602"
"1145","DDX24","1.30898298051721","2.5796565921433802E-18"
"1146","APOE","-4.3960435128317199","1.36419589202915E-295"
"1147","SRSF7","0.24993094417915701","6.17181550451667E-2"
"1148","ZNF350","NA","NA"
"1149","SESTD1","NA","NA"
"1150","TAPT1","NA","NA"
"1151","GLUL","2.12580363758841","1.9325046489613099E-22"
"1152","CCDC12","0.18620609671131899","0.81900761061475102"
"1153","H3F3A","7.8112053516403197","1.42933118419878E-4"
"1154","RLIM","NA","NA"
"1155","ZBTB11","NA","NA"
"1156","GPBP1","NA","NA"
"1157","UTP20","1.2180765635177699","4.4959134272904801E-11"
"1158","C12orf45","NA","NA"
"1159","OSBPL6","NA","NA"
"1160","ABHD13","NA","NA"
"1161","TOM1L1","NA","NA"
"1162","SLC25A26","NA","NA"
"1163","BRPF3","NA","NA"
"1164","PIP5K1A","NA","NA"
"1165","UAP1L1","NA","NA"
"1166","SFPQ","0.19342631626301399","1.5657933612016399E-4"
"1167","EXPH5","NA","NA"
"1168","LRRC1","NA","NA"
"1169","DHRS2","NA","NA"
"1170","NUP153","-0.28358144018304798","8.8531081123290001E-2"
"1171","OTOGL","NA","NA"
"1172","BNIP2","-0.24399899980228501","0.84652631186038596"
"1173","LRP12","NA","NA"
"1174","TSPYL2","NA","NA"
"1175","NIPBL","0.125705964428452","0.81631809729966998"
"1176","WDPCP","NA","NA"
"1177","LCOR","NA","NA"
"1178","AAR2","0.97216133401625004","0.56357433393636103"
"1179","TRIM24","NA","NA"
"1180","PTRH2","0.27915888826257601","0.22585290386477699"
"1181","TPMT","0.38004176315002702","0.85352109955319699"
"1182","GTF2A2","-0.219728027222513","0.67587680671517902"
"1183","GFM1","0.35432177152053901","5.2310815234649602E-2"
"1184","WTAP","0.77739874572340095","0.62643464318801001"
"1185","MAP1LC3B","NA","NA"
"1186","C6orf211","0.78739095579613305","8.2837310700554501E-3"
"1187","CXorf40B","NA","NA"
"1188","NRIP1","NA","NA"
"1189","TRAPPC8","5.1188774157864403","1.8480226478698399E-2"
"1190","AKIRIN1","NA","NA"
"1191","KLHL25","NA","NA"
"1192","ZNF28","NA","NA"
"1193","GLA","0.32790281958438799","0.66228987049236798"
"1194","PDZD8","6.0158280070916899","2.9855982035472202E-3"
"1195","DDX52","NA","NA"
"1196","ZHX1","NA","NA"
"1197","KIAA0907","NA","NA"
"1198","RB1CC1","NA","NA"
"1199","TAF7","1.7683187609642499","1.4747897803375201E-4"
"1200","CRISPLD2","NA","NA"
"1201","CCDC84","NA","NA"
"1202","CEP95","NA","NA"
"1203","DNAJB9","3.1404150647198499","3.8507089774494303E-2"
"1204","SLC9A3","NA","NA"
"1205","CHST7","NA","NA"
"1206","PLSCR4","NA","NA"
"1207","ZNF582","NA","NA"
"1208","PANX1","NA","NA"
"1209","OVGP1","NA","NA"
"1210","EIF2AK3","NA","NA"
"1211","API5","0.50891472861761899","7.1161671461461098E-8"
"1212","AHCYL2","NA","NA"
"1213","ZRANB1","-0.16336025655853201","0.898620785954651"
"1214","HCCS","0.72201181958060701","0.17256919834661899"
"1215","FAM188A","NA","NA"
"1216","UBP1","1.0786700086219601","0.64200268714987796"
"1217","CHIC2","NA","NA"
"1218","ZNF281","NA","NA"
"1219","DBF4","NA","NA"
"1220","MGAM","NA","NA"
"1221","PFDN2","0.20176027106017799","0.286784424732968"
"1222","ACSL3","0.26165043052368597","1.24772692169758E-3"
"1223","YOD1","NA","NA"
"1224","UGDH","0.33586777806150803","7.9303013489250605E-11"
"1225","FOXO1","NA","NA"
"1226","SPATA2","8.8100906265894796","6.44242302890552E-36"
"1227","EDNRB","NA","NA"
"1228","RBM28","9.4749968990554698E-2","0.51844074677034602"
"1229","BMP2K","NA","NA"
"1230","PACRGL","NA","NA"
"1231","C12orf55","NA","NA"
"1232","CTDSPL2","-6.0255757892129197E-2","0.96126646328861298"
"1233","RASSF8","-3.2802423050301601","8.4237641908888203E-2"
"1234","TNKS2","NA","NA"
"1235","ORC6","NA","NA"
"1236","CA5BP1","NA","NA"
"1237","ABI1","0.511778814436047","9.4395965508399293E-2"
"1238","TROVE2","0.15765935000689199","3.4324123380705701E-2"
"1239","CIAPIN1","0.44708196213767498","2.3258757112856899E-2"
"1240","POLR3K","3.7749806619595501","8.0125579058768104E-2"
"1241","RAB8B","0.57945571642792804","2.5231440076053701E-3"
"1242","RNF11","-0.63153677077696702","0.72249994808982199"
"1243","TMEM33","1.10753443252428","9.1146468406331504E-2"
"1244","SLMO2","-12.651891245989599","6.4580506815757898E-10"
"1245","WAPAL","3.4614535093239498","0.118786222889954"
"1246","SHOC2","0.95069366119657694","1.2144298855469599E-3"
"1247","SMG1","0.20687026483203499","0.69233302491519699"
"1248","CDYL","NA","NA"
"1249","CPSF6","0.26347479419617098","4.62689277854864E-2"
"1250","ING1","NA","NA"
"1251","NDEL1","4.3046178414621998","1.43837208703028E-9"
"1252","NCOA7","0.37372022244130598","0.55286601698377702"
"1253","XPR1","NA","NA"
"1254","LATS2","NA","NA"
"1255","HMOX2","8.6241019847981104E-2","0.60387925042211998"
"1256","ZNF644","NA","NA"
"1257","GTPBP10","NA","NA"
"1258","ZNF844","NA","NA"
"1259","NCOA3","NA","NA"
"1260","EFNB2","-0.41982162266730699","0.84195766969518804"
"1261","SMNDC1","0.30721748247970299","0.65581545070305303"
"1262","SENP6","NA","NA"
"1263","SAFB2","0.71439192384773798","2.0541872183717801E-2"
"1264","ZNF850","NA","NA"
"1265","UBXN7","0.14873287428076901","0.52394786452324604"
"1266","DHX9","0.17654048145568599","1.0613148167432199E-5"
"1267","SPATS2","-0.240947050168208","0.51982009292110398"
"1268","SOCS3","NA","NA"
"1269","NUP50","0.760592717301109","0.32673097042622601"
"1270","MBTD1","0.47543942794358701","0.42618111523598401"
"1271","ZMAT2","1.22541996774666","0.18498212010467499"
"1272","EP300","NA","NA"
"1273","GALM","0.147088347969836","0.72771889581723603"
"1274","CLPX","-0.184409660730946","0.52473918029802902"
"1275","RNF4","NA","NA"
"1276","COQ10B","NA","NA"
"1277","NOP2","-0.17435329664562699","0.11008235678546401"
"1278","PERP","NA","NA"
"1279","BRAP","NA","NA"
"1280","ETV3","NA","NA"
"1281","PCNX","NA","NA"
"1282","TUBB4B","0.120596409394938","0.36892691274102601"
"1283","U2AF1","0.236302869165436","5.1188688095639298E-2"
"1284","ZC3H15","1.29086544110523E-2","0.89396930537763297"
"1285","PDE12","1.90897758900584","0.34635258631862098"
"1286","HELZ","NA","NA"
"1287","ZNF57","NA","NA"
"1288","PRPF3","0.50174326889797904","1.1529999085960699E-3"
"1289","ATP13A3","NA","NA"
"1290","POC5","NA","NA"
"1291","ZNF195","NA","NA"
"1292","TMEM132A","-3.3664279819273699","0.103394824469126"
"1293","GLUD1","0.102449416451451","0.40831685224278003"
"1294","ETFA","0.181849236558907","3.1214917063150702E-2"
"1295","SEMA4D","NA","NA"
"1296","MIDN","NA","NA"
